report_date,city,state,season,product_name,campaign_name,adset_name,orders_7d,attributed_revenue,effective_city_spend,roas,opportunity_score,recommended_action,budget_modifier,broad_discovery_flag,reason
2026-06-23,Visakhapatnam,Andhra Pradesh,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,Urban Pet Parent,1,2117.8,444.91,4.7601,75.23,HOLD,1.0,1,"Opportunity score 75, ROAS 4.76x — no decisive signal. Maintain current budget."
2026-06-23,South West Delhi,Delhi,,FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs,TH-198-UFOBALL-01JUNE,Urban Pet Parent,3,846.62,239.29,3.5381,75.23,SCALE,1.25,1,"Opportunity score 75, ROAS 3.54x (target 2.5x), 3 orders last 7d, stock OK, season=."
2026-06-23,Pune,Maharashtra,Monsoon,StormGuard Jacket,TH-012-SNUGBOO-19JUN,Urban Pet Parent,1,2117.8,444.91,4.7601,75.23,HOLD,1.0,1,"Opportunity score 75, ROAS 4.76x — no decisive signal. Maintain current budget."
2026-06-23,PUNE,Maharashtra,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,Urban Pet Parent,1,2117.8,444.91,4.7601,75.23,HOLD,1.0,1,"Opportunity score 75, ROAS 4.76x — no decisive signal. Maintain current budget."
2026-06-23,Visakhapatnam,Andhra Pradesh,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,Urban Pet Parent,1,2117.8,444.91,4.7601,75.05,HOLD,1.0,1,"Opportunity score 75, ROAS 4.76x — no decisive signal. Weather=RAIN_EMERGING. Maintain current budget."
2026-06-23,Thane,Maharashtra,Monsoon,WildTrail Boots,TH-068-WILD-16JUNE,Urban Pet Parent,1,2117.8,413.5,5.1216,75.0,HOLD,1.0,0,"Opportunity score 75, ROAS 5.12x — no decisive signal. Weather=RAIN_ACTIVE. Maintain current budget."
2026-06-23,MUMBAI,Maharashtra,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,5,4913.56,3006.61,1.6343,74.81,HOLD,1.0,0,"Opportunity score 75, ROAS 1.63x — no decisive signal. Maintain current budget."
2026-06-23,West Delhi,Delhi,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,Urban Pet Parents,3,1947.46,1362.1,1.4297,74.58,HOLD,1.0,1,"Opportunity score 75, ROAS 1.43x — no decisive signal. Maintain current budget."
2026-06-23,Thane,Maharashtra,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,12,6353.4,3986.22,1.5938001,74.56,HOLD,1.0,0,"Opportunity score 75, ROAS 1.59x — no decisive signal. Maintain current budget."
2026-06-23,Mumbai,Maharashtra,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,ICP Pet Parents,11,1100.85,491.18,2.2412,74.45,HOLD,1.0,0,"Opportunity score 74, ROAS 2.24x — no decisive signal. Maintain current budget."
2026-06-23,Rangareddy,Telangana,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,2,2117.8,495.63,4.2729,74.36,HOLD,1.0,1,"Opportunity score 74, ROAS 4.27x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,BANGALORE,Karnataka,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,2,2117.8,495.63,4.2729,74.36,HOLD,1.0,1,"Opportunity score 74, ROAS 4.27x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Khorda,Odisha,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER,Broad Advantage+,3,3134.75,1393.36,2.2498,74.25,HOLD,1.0,1,"Opportunity score 74, ROAS 2.25x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Hyderabad,Telangana,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,3,2117.8,1382.42,1.5320001,74.19,HOLD,1.0,0,"Opportunity score 74, ROAS 1.53x — no decisive signal. Maintain current budget."
2026-06-23,Pune,Maharashtra,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,3,1100.85,793.34,1.3876,73.94,HOLD,1.0,0,"Opportunity score 74, ROAS 1.39x — no decisive signal. Weather=RAIN_ACTIVE. Maintain current budget."
2026-06-23,Hyderabad,Telangana,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,3,2117.8,1382.42,1.5320001,73.91,HOLD,1.0,0,"Opportunity score 74, ROAS 1.53x — no decisive signal. Weather=RAIN_EMERGING. Maintain current budget."
2026-06-23,South 24 Parganas,West Bengal,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER,Broad Advantage+,3,3219.49,1492.65,2.1569,73.78,HOLD,1.0,1,"Opportunity score 74, ROAS 2.16x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Pune,Maharashtra,Monsoon,Rover Raincoat,TH-372-ROVERAINCOAT-10JUNE,ICP Pet Parents,2,1694.07,621.51,2.7257,73.63,HOLD,1.0,0,"Opportunity score 74, ROAS 2.73x — no decisive signal. Weather=RAIN_ACTIVE. Maintain current budget."
2026-06-23,Mumbai,Maharashtra,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,11,2539.83,2092.01,1.2141,73.07,HOLD,1.0,0,"Opportunity score 73, ROAS 1.21x — no decisive signal. Weather=RAIN_ACTIVE. Maintain current budget."
2026-06-23,Mumbai,Maharashtra,Monsoon,WildTrail Boots,TH-068-WILD-16JUNE,ICP Pet Parents,4,2117.79,3526.55,0.6005,73.0,HOLD,1.0,0,"Opportunity score 73, ROAS 0.60x — no decisive signal. Weather=RAIN_ACTIVE. Maintain current budget."
2026-06-23,Mumbai,Maharashtra,Monsoon,WildTrail Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,4,1694.07,1286.04,1.3173,72.9,HOLD,1.0,0,"Opportunity score 73, ROAS 1.32x — no decisive signal. Maintain current budget."
2026-06-23,Thane,Maharashtra,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,ICP Pet Parents,3,846.61,431.7,1.9611,72.77,HOLD,1.0,0,"Opportunity score 73, ROAS 1.96x — no decisive signal. Maintain current budget."
2026-06-23,Gurgaon,Haryana,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,6,2794.08,2479.55,1.1268001,72.76,HOLD,1.0,1,"Opportunity score 73, ROAS 1.13x — no decisive signal. Maintain current budget."
2026-06-23,Bengaluru Rural,Karnataka,Monsoon,Paw Cleanser 500ml,TH-198-UFOBALL-01JUNE,ICP Pet Parents,1,2117.8,487.08,4.348,72.75,HOLD,1.0,1,"Opportunity score 73, ROAS 4.35x — no decisive signal. Maintain current budget."
2026-06-23,Anand,Gujarat,All Seasons,BlueWave Pool,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2402.85,308.41,7.7911,72.67,HOLD,1.0,1,"Opportunity score 73, ROAS 7.79x — no decisive signal. Maintain current budget."
2026-06-23,Nagpur,Maharashtra,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,495.63,4.2729,72.61,HOLD,1.0,1,"Opportunity score 73, ROAS 4.27x — no decisive signal. Weather=RAIN_EMERGING. Maintain current budget."
2026-06-23,South Delhi,Delhi,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,Urban Pet Parents,4,3640.7,3395.73,1.0721,72.43,HOLD,1.0,1,"Opportunity score 72, ROAS 1.07x — no decisive signal. Maintain current budget."
2026-06-23,Thrissur,Kerala,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,495.63,4.2729,72.3,HOLD,1.0,1,"Opportunity score 72, ROAS 4.27x — no decisive signal. Maintain current budget."
2026-06-23,Nagpur,Maharashtra,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,495.63,4.2729,72.3,HOLD,1.0,1,"Opportunity score 72, ROAS 4.27x — no decisive signal. Maintain current budget."
2026-06-23,Miraroad,Maharashtra,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,495.63,4.2729,72.3,HOLD,1.0,1,"Opportunity score 72, ROAS 4.27x — no decisive signal. Maintain current budget."
2026-06-23,Lucknow,Uttar Pradesh,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,495.63,4.2729,72.3,HOLD,1.0,1,"Opportunity score 72, ROAS 4.27x — no decisive signal. Maintain current budget."
2026-06-23,KOTA,Rajasthan,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,495.63,4.2729,72.3,HOLD,1.0,1,"Opportunity score 72, ROAS 4.27x — no decisive signal. Maintain current budget."
2026-06-23,Jabalpur,Madhya Pradesh,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,495.63,4.2729,72.3,HOLD,1.0,1,"Opportunity score 72, ROAS 4.27x — no decisive signal. Maintain current budget."
2026-06-23,Chamba,Himachal Pradesh,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,495.63,4.2729,72.3,HOLD,1.0,1,"Opportunity score 72, ROAS 4.27x — no decisive signal. Maintain current budget."
2026-06-23,BHUBANESHWAR,Odisha,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,495.63,4.2729,72.3,HOLD,1.0,1,"Opportunity score 72, ROAS 4.27x — no decisive signal. Maintain current budget."
2026-06-23,Akola,Maharashtra,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,495.63,4.2729,72.3,HOLD,1.0,1,"Opportunity score 72, ROAS 4.27x — no decisive signal. Maintain current budget."
2026-06-23,Bengaluru,Karnataka,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,Urban Pet Parents,8,2794.07,2747.58,1.0169,72.1,HOLD,1.0,1,"Opportunity score 72, ROAS 1.02x — no decisive signal. Maintain current budget."
2026-06-23,Ahmedabad,Gujarat,All Seasons,BlueWave Pool,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2422.33,495.63,4.8874,71.99,HOLD,1.0,1,"Opportunity score 72, ROAS 4.89x — no decisive signal. Maintain current budget."
2026-06-23,MUMBAI,Maharashtra,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,3,2794.07,2889.3,0.967,71.84,HOLD,1.0,0,"Opportunity score 72, ROAS 0.97x — no decisive signal. Weather=RAIN_ACTIVE. Maintain current budget."
2026-06-23,K V Rangareddy,Telangana,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,Urban Pet Parent,2,2117.8,941.22,2.2501,71.83,HOLD,1.0,1,"Opportunity score 72, ROAS 2.25x — no decisive signal. Maintain current budget."
2026-06-23,Mumbai Subueban,Maharashtra,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,5,2794.05,2889.3,0.967,71.8,HOLD,1.0,1,"Opportunity score 72, ROAS 0.97x — no decisive signal. Maintain current budget."
2026-06-23,Gurgaon,Haryana,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,Urban Pet Parents,6,2794.07,2896.31,0.9647,71.79,HOLD,1.0,1,"Opportunity score 72, ROAS 0.96x — no decisive signal. Maintain current budget."
2026-06-23,Kolkata,West Bengal,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,Urban Pet Parents,3,2201.7,1296.3,1.6984,71.74,HOLD,1.0,0,"Opportunity score 72, ROAS 1.70x — no decisive signal. Weather=RAIN_EMERGING. Maintain current budget."
2026-06-23,Thane,Maharashtra,Monsoon,WildTrail Boots,TH-068-WILD-16JUNE,Urban Pet Parent,1,2117.8,413.5,5.1216,71.67,HOLD,1.0,0,"Opportunity score 72, ROAS 5.12x — no decisive signal. Maintain current budget."
2026-06-23,Gurugram,Haryana,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,ICP Pet Parents,1,2117.8,314.52,6.7334,71.67,HOLD,1.0,0,"Opportunity score 72, ROAS 6.73x — no decisive signal. Maintain current budget."
2026-06-23,Chennai,Tamil Nadu,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,Urban Pet Parent,1,4235.59,444.91,9.5201,71.67,HOLD,1.0,0,"Opportunity score 72, ROAS 9.52x — no decisive signal. Maintain current budget."
2026-06-23,Chennai,Tamil Nadu,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,Urban Pet Parent,1,4235.59,444.91,9.5201,71.25,HOLD,1.0,0,"Opportunity score 71, ROAS 9.52x — no decisive signal. Weather=RAIN_EMERGING. Maintain current budget."
2026-06-23,ANAND,Gujarat,Monsoon,WildTrail Boots,TH-068-WILD-16JUNE,Urban Pet Parent,1,1694.07,413.5,4.0969,71.25,HOLD,1.0,1,"Opportunity score 71, ROAS 4.10x — no decisive signal. Maintain current budget."
2026-06-23,Kolkata,West Bengal,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,Urban Pet Parents,3,2201.7,1296.3,1.6984,71.19,HOLD,1.0,0,"Opportunity score 71, ROAS 1.70x — no decisive signal. Maintain current budget."
2026-06-23,Ahmedabad,Gujarat,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2018.49,495.63,4.0726,71.1,HOLD,1.0,1,"Opportunity score 71, ROAS 4.07x — no decisive signal. Maintain current budget."
2026-06-23,Bengaluru,Karnataka,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,8,2794.07,3379.49,0.8268,70.96,HOLD,1.0,1,"Opportunity score 71, ROAS 0.83x — no decisive signal. Maintain current budget."
2026-06-23,West Delhi,Delhi,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,3,846.62,1059.08,0.7994,70.8,HOLD,1.0,1,"Opportunity score 71, ROAS 0.80x — no decisive signal. Maintain current budget."
2026-06-23,Pune,Maharashtra,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,ICP Pet Parents,3,846.61,1140.18,0.7425,70.71,HOLD,1.0,0,"Opportunity score 71, ROAS 0.74x — no decisive signal. Weather=RAIN_ACTIVE. Maintain current budget."
2026-06-23,HYDERABAD,Telangana,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER,Broad Advantage+,2,2795.76,1492.65,1.873,70.62,HOLD,1.0,1,"Opportunity score 71, ROAS 1.87x — no decisive signal. Weather=RAIN_EMERGING. Maintain current budget."
2026-06-23,Mumbai Subueban,Maharashtra,All Seasons,PocketPup Tote,TH-054-TOTE-19JUNE,ICP Pet Parent,2,1270.34,341.83,3.7163,70.58,HOLD,1.0,1,"Opportunity score 71, ROAS 3.72x — no decisive signal. Weather=RAIN_ACTIVE. Maintain current budget."
2026-06-23,South West Delhi,Delhi,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,3,1947.44,2586.15,0.753,70.52,HOLD,1.0,1,"Opportunity score 71, ROAS 0.75x — no decisive signal. Maintain current budget."
2026-06-23,South Delhi,Delhi,All Seasons,BlueWave Pool,TH-367-BLUEPOOL-20JUNE-ADV+,Urban Pet Parent,2,2541.52,624.0,4.0729,70.36,HOLD,1.0,1,"Opportunity score 70, ROAS 4.07x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,BANGALORE,Karnataka,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,Urban Pet Parent,2,2117.8,749.91,2.8241,70.28,HOLD,1.0,0,"Opportunity score 70, ROAS 2.82x — no decisive signal. Maintain current budget."
2026-06-23,Ghaziabad,Uttar Pradesh,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,Urban Pet Parent,1,2117.8,444.91,4.7601,70.23,HOLD,1.0,0,"Opportunity score 70, ROAS 4.76x — no decisive signal. Maintain current budget."
2026-06-23,Khorda,Odisha,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,3,0.0,495.63,0.0,70.0,HOLD,1.0,1,"Opportunity score 70, ROAS 0.00x — no decisive signal. Maintain current budget."
2026-06-23,Bengaluru,Karnataka,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,4,4235.6,2585.59,1.6382,69.76,HOLD,1.0,1,"Opportunity score 70, ROAS 1.64x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Pune,Maharashtra,Monsoon,Rover Raincoat,TH-372-ROVERAINCOAT-10JUNE,ICP Pet Parents,2,1694.07,621.51,2.7257,69.69,HOLD,1.0,0,"Opportunity score 70, ROAS 2.73x — no decisive signal. Maintain current budget."
2026-06-23,HYDERABAD,Telangana,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER,Broad Advantage+,2,2795.76,1492.65,1.873,69.57,HOLD,1.0,1,"Opportunity score 70, ROAS 1.87x — no decisive signal. Maintain current budget."
2026-06-23,Pune,Maharashtra,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,3,1100.85,793.34,1.3876,69.33,HOLD,1.0,0,"Opportunity score 69, ROAS 1.39x — no decisive signal. Maintain current budget."
2026-06-23,Gurugram,Haryana,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,4,846.61,649.34,1.3038,68.82,HOLD,1.0,0,"Opportunity score 69, ROAS 1.30x — no decisive signal. Maintain current budget."
2026-06-23,Mumbai,Maharashtra,Monsoon,StormGuard Jacket,TH-068-WILD-16JUNE,ICP Pet Parents,3,2117.8,3526.55,0.6005,68.72,HOLD,1.0,0,"Opportunity score 69, ROAS 0.60x — no decisive signal. Weather=RAIN_ACTIVE. Maintain current budget."
2026-06-23,South West Delhi,Delhi,,FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs,TH-198-UFOBALL-01JUNE,Urban Pet Parent,3,846.62,239.29,3.5381,68.69,HOLD,1.0,1,"Opportunity score 69, ROAS 3.54x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Mumbai,Maharashtra,Monsoon,WildTrail Boots,TH-068-WILD-16JUNE,ICP Pet Parents,4,2117.79,3526.55,0.6005,68.6,HOLD,1.0,0,"Opportunity score 69, ROAS 0.60x — no decisive signal. Maintain current budget."
2026-06-23,South West Delhi,Delhi,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,Urban Pet Parents,3,1100.84,648.15,1.6984,68.49,HOLD,1.0,1,"Opportunity score 68, ROAS 1.70x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Bardhaman,West Bengal,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER,Broad Advantage+,1,5422.03,1492.65,3.6325,68.46,HOLD,1.0,1,"Opportunity score 68, ROAS 3.63x — no decisive signal. Maintain current budget."
2026-06-23,Gurgaon,Haryana,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,2,4235.59,1382.42,3.0639,68.32,HOLD,1.0,1,"Opportunity score 68, ROAS 3.06x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Mumbai,Maharashtra,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,11,2539.83,2092.01,1.2141,68.28,HOLD,1.0,0,"Opportunity score 68, ROAS 1.21x — no decisive signal. Maintain current budget."
2026-06-23,Rajkot,Gujarat,Monsoon,WildTrail Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,1694.07,308.41,5.4929,68.0,HOLD,1.0,1,"Opportunity score 68, ROAS 5.49x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Rajkot,Gujarat,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.79,308.41,6.8668,68.0,HOLD,1.0,1,"Opportunity score 68, ROAS 6.87x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Margao,Goa,Monsoon,WildTrail Boots,TH-012-SNUGBOO-19JUN,ICP Pet Parents,1,1694.07,314.52,5.3862,68.0,HOLD,1.0,1,"Opportunity score 68, ROAS 5.39x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Kamrup,Assam,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,ICP Pet Parents,1,2026.99,314.52,6.4447002,68.0,HOLD,1.0,1,"Opportunity score 68, ROAS 6.44x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Guntur,Andhra Pradesh,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,308.41,6.8668,68.0,HOLD,1.0,1,"Opportunity score 68, ROAS 6.87x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Dist. Thane,Maharashtra,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,4235.59,495.63,8.5459,68.0,HOLD,1.0,1,"Opportunity score 68, ROAS 8.55x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Dharwad,Karnataka,Monsoon,Pawveralls Suspender Boots,TH-012-SNUGBOO-19JUN,ICP Pet Parents,1,4235.59,314.52,13.4668,68.0,HOLD,1.0,1,"Opportunity score 68, ROAS 13.47x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Darjeeling,West Bengal,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2117.8,308.41,6.8668,68.0,HOLD,1.0,1,"Opportunity score 68, ROAS 6.87x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Anand,Gujarat,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2002.23,308.41,6.4921,68.0,HOLD,1.0,1,"Opportunity score 68, ROAS 6.49x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Kolkata,West Bengal,All Seasons,PoopScoop Buddy,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,1216.26,308.41,3.9436,67.97,HOLD,1.0,1,"Opportunity score 68, ROAS 3.94x — no decisive signal. Weather=RAIN_EMERGING. Maintain current budget."
2026-06-23,Bangalore,Karnataka,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER,Broad Advantage+,4,2541.53,2593.29,0.98,67.9,HOLD,1.0,1,"Opportunity score 68, ROAS 0.98x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Navsari,Gujarat,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,1,2117.8,598.69,3.5374,67.89,HOLD,1.0,1,"Opportunity score 68, ROAS 3.54x — no decisive signal. Maintain current budget."
2026-06-23,Karnal,Haryana,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,1,2117.8,598.69,3.5374,67.89,HOLD,1.0,1,"Opportunity score 68, ROAS 3.54x — no decisive signal. Maintain current budget."
2026-06-23,Howrha,West Bengal,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,1,2117.8,598.69,3.5374,67.89,HOLD,1.0,1,"Opportunity score 68, ROAS 3.54x — no decisive signal. Maintain current budget."
2026-06-23,CHIPLUN,Maharashtra,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,1,2117.8,598.69,3.5374,67.89,HOLD,1.0,1,"Opportunity score 68, ROAS 3.54x — no decisive signal. Maintain current budget."
2026-06-23,Rangareddy,Telangana,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,2,2117.8,1382.42,1.5320001,67.53,HOLD,1.0,1,"Opportunity score 68, ROAS 1.53x — no decisive signal. Maintain current budget."
2026-06-23,Kolkata,West Bengal,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,3,846.61,1059.08,0.7994,67.25,HOLD,1.0,0,"Opportunity score 67, ROAS 0.80x — no decisive signal. Weather=RAIN_EMERGING. Maintain current budget."
2026-06-23,Vadodara,Gujarat,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,2,2117.8,1430.38,1.4806,67.22,HOLD,1.0,1,"Opportunity score 67, ROAS 1.48x — no decisive signal. Maintain current budget."
2026-06-23,West Delhi,Delhi,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,Urban Pet Parents,3,1947.46,1362.1,1.4297,67.15,HOLD,1.0,1,"Opportunity score 67, ROAS 1.43x — no decisive signal. Weather=UNKNOWN. Maintain current budget."
2026-06-23,Gurugram,Haryana,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,Urban Pet Parents,4,2539.83,2593.45,0.9793,66.88,HOLD,1.0,0,"Opportunity score 67, ROAS 0.98x — no decisive signal. Maintain current budget."
2026-06-23,Indore,Madhya Pradesh,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-DOG,ICP Pet Parents,2,846.61,491.18,1.7235999,66.87,HOLD,1.0,1,"Opportunity score 67, ROAS 1.72x — no decisive signal. Weather=RAIN_EMERGING. Maintain current budget."
2026-06-23,MUMBAI,Maharashtra,All Seasons,DuckDash Treat Toy,TH-385-DUCKTOY-16JUNE-CAT,Cat Lover,3,2794.07,2889.3,0.967,66.8,HOLD,1.0,0,"Opportunity score 67, ROAS 0.97x — no decisive signal. Maintain current budget."
2026-06-23,Mumbai Subueban,Maharashtra,All Seasons,PocketPup Tote,TH-054-TOTE-19JUNE,ICP Pet Parent,2,1270.34,341.83,3.7163,66.63,HOLD,1.0,1,"Opportunity score 67, ROAS 3.72x — no decisive signal. Maintain current budget."
2026-06-23,Kolkata,West Bengal,All Seasons,PoopScoop Buddy,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,1216.26,308.41,3.9436,66.33,HOLD,1.0,1,"Opportunity score 66, ROAS 3.94x — no decisive signal. Maintain current budget."
2026-06-23,Mumbai,Maharashtra,Monsoon,Paw Balm - Triple Butter,TH-336-PAWTECH-11JUNE-CR,Broad Advantage+,2,406.1,1576.85,0.2575,66.29,HOLD,1.0,1,"Opportunity score 66, ROAS 0.26x — no decisive signal. Weather=RAIN_ACTIVE. Maintain current budget."
2026-06-23,Bhopal,Madhya Pradesh,Monsoon,Pawveralls Suspender Boots,TH-383-SUSPENDER-17JUNE,Urban Pet Parents,1,4235.59,1430.38,2.9612,66.06,HOLD,1.0,1,"Opportunity score 66, ROAS 2.96x — no decisive signal. Weather=RAIN_EMERGING. Maintain current budget."
2026-06-23,Ahmedabad,Gujarat,All Seasons,BlueWave Pool,TH-383-SUSPENDER-20JUNE,Broad Advantage+,1,2422.33,495.63,4.8874,65.94,HOLD,1.0,1,"Opportunity score 66, ROAS 4.89x — no decisive signal. Weather=HEAT_HIGH. Maintain current budget."
